Date, Hveg, thres_veg_1, thres_veg_2, LSAI, canopy fraction, decay coeff, snow burial coeff, root depth, min stomatal res
14/06/2010 00:00,523.60,  0.00,  0.00,  5.24,  0.93,  2.50,  1.00,300.00, 30.00
15/06/2010 00:00,534.06,  0.00,  0.00,  5.34,  0.93,  2.50,  1.00,300.00, 30.00
16/06/2010 00:00,527.07,  0.00,  0.00,  5.27,  0.93,  2.50,  1.00,300.00, 30.00
17/06/2010 00:00,519.33,  0.00,  0.00,  5.19,  0.93,  2.50,  1.00,300.00, 30.00
18/06/2010 00:00,515.00,  0.00,  0.00,  5.15,  0.92,  2.50,  1.00,300.00, 30.00
19/06/2010 00:00,517.91,  0.00,  0.00,  5.18,  0.92,  2.50,  1.00,300.00, 30.00
20/06/2010 00:00,524.69,  0.00,  0.00,  5.25,  0.93,  2.50,  1.00,300.00, 30.00
21/06/2010 00:00,527.72,  0.00,  0.00,  5.28,  0.93,  2.50,  1.00,300.00, 30.00
22/06/2010 00:00,535.60,  0.00,  0.00,  5.36,  0.93,  2.50,  1.00,300.00, 30.00
23/06/2010 00:00,544.11,  0.00,  0.00,  5.44,  0.93,  2.50,  1.00,300.00, 30.00
24/06/2010 00:00,555.76,  0.00,  0.00,  5.56,  0.94,  2.50,  1.00,300.00, 30.00
25/06/2010 00:00,567.96,  0.00,  0.00,  5.68,  0.94,  2.50,  1.00,300.00, 30.00
26/06/2010 00:00,579.67,  0.00,  0.00,  5.80,  0.94,  2.50,  1.00,300.00, 30.00
27/06/2010 00:00,589.22,  0.00,  0.00,  5.89,  0.95,  2.50,  1.00,300.00, 30.00
28/06/2010 00:00, 56.29,  0.00,  0.00,  0.56,  0.25,  2.50,  1.00,300.00, 30.00
29/06/2010 00:00, 61.80,  0.00,  0.00,  0.62,  0.27,  2.50,  1.00,300.00, 30.00
30/06/2010 00:00, 67.54,  0.00,  0.00,  0.68,  0.29,  2.50,  1.00,300.00, 30.00
01/07/2010 00:00, 72.74,  0.00,  0.00,  0.73,  0.30,  2.50,  1.00,300.00, 30.00
02/07/2010 00:00, 79.29,  0.00,  0.00,  0.79,  0.33,  2.50,  1.00,300.00, 30.00
03/07/2010 00:00, 86.20,  0.00,  0.00,  0.86,  0.35,  2.50,  1.00,300.00, 30.00
04/07/2010 00:00, 93.43,  0.00,  0.00,  0.93,  0.37,  2.50,  1.00,300.00, 30.00
05/07/2010 00:00,100.62,  0.00,  0.00,  1.01,  0.40,  2.50,  1.00,300.00, 30.00
06/07/2010 00:00,107.01,  0.00,  0.00,  1.07,  0.41,  2.50,  1.00,300.00, 30.00
07/07/2010 00:00,113.83,  0.00,  0.00,  1.14,  0.43,  2.50,  1.00,300.00, 30.00
08/07/2010 00:00,122.47,  0.00,  0.00,  1.22,  0.46,  2.50,  1.00,300.00, 30.00
09/07/2010 00:00,131.84,  0.00,  0.00,  1.32,  0.48,  2.50,  1.00,300.00, 30.00
10/07/2010 00:00,138.41,  0.00,  0.00,  1.38,  0.50,  2.50,  1.00,300.00, 30.00
11/07/2010 00:00,141.34,  0.00,  0.00,  1.41,  0.51,  2.50,  1.00,300.00, 30.00
12/07/2010 00:00,148.74,  0.00,  0.00,  1.49,  0.52,  2.50,  1.00,300.00, 30.00
13/07/2010 00:00,159.52,  0.00,  0.00,  1.60,  0.55,  2.50,  1.00,300.00, 30.00
14/07/2010 00:00,169.38,  0.00,  0.00,  1.69,  0.57,  2.50,  1.00,300.00, 30.00
15/07/2010 00:00,179.66,  0.00,  0.00,  1.80,  0.59,  2.50,  1.00,300.00, 30.00
16/07/2010 00:00,190.44,  0.00,  0.00,  1.90,  0.61,  2.50,  1.00,300.00, 30.00
17/07/2010 00:00,200.71,  0.00,  0.00,  2.01,  0.63,  2.50,  1.00,300.00, 30.00
18/07/2010 00:00,210.92,  0.00,  0.00,  2.11,  0.65,  2.50,  1.00,300.00, 30.00
19/07/2010 00:00,222.95,  0.00,  0.00,  2.23,  0.67,  2.50,  1.00,300.00, 30.00
20/07/2010 00:00,235.85,  0.00,  0.00,  2.36,  0.69,  2.50,  1.00,300.00, 30.00
21/07/2010 00:00,246.31,  0.00,  0.00,  2.46,  0.71,  2.50,  1.00,300.00, 30.00
22/07/2010 00:00,253.79,  0.00,  0.00,  2.54,  0.72,  2.50,  1.00,300.00, 30.00
23/07/2010 00:00,257.75,  0.00,  0.00,  2.58,  0.72,  2.50,  1.00,300.00, 30.00
24/07/2010 00:00,260.03,  0.00,  0.00,  2.60,  0.73,  2.50,  1.00,300.00, 30.00
25/07/2010 00:00,268.30,  0.00,  0.00,  2.68,  0.74,  2.50,  1.00,300.00, 30.00
26/07/2010 00:00,280.48,  0.00,  0.00,  2.80,  0.75,  2.50,  1.00,300.00, 30.00
27/07/2010 00:00,290.73,  0.00,  0.00,  2.91,  0.77,  2.50,  1.00,300.00, 30.00
28/07/2010 00:00,302.95,  0.00,  0.00,  3.03,  0.78,  2.50,  1.00,300.00, 30.00
29/07/2010 00:00,314.04,  0.00,  0.00,  3.14,  0.79,  2.50,  1.00,300.00, 30.00
30/07/2010 00:00,318.97,  0.00,  0.00,  3.19,  0.80,  2.50,  1.00,300.00, 30.00
31/07/2010 00:00,331.13,  0.00,  0.00,  3.31,  0.81,  2.50,  1.00,300.00, 30.00
01/08/2010 00:00,345.70,  0.00,  0.00,  3.46,  0.82,  2.50,  1.00,300.00, 30.00
02/08/2010 00:00,359.78,  0.00,  0.00,  3.60,  0.83,  2.50,  1.00,300.00, 30.00
03/08/2010 00:00,369.03,  0.00,  0.00,  3.69,  0.84,  2.50,  1.00,300.00, 30.00
04/08/2010 00:00,381.50,  0.00,  0.00,  3.82,  0.85,  2.50,  1.00,300.00, 30.00
05/08/2010 00:00,395.36,  0.00,  0.00,  3.95,  0.86,  2.50,  1.00,300.00, 30.00
06/08/2010 00:00,391.90,  0.00,  0.00,  3.92,  0.86,  2.50,  1.00,300.00, 30.00
07/08/2010 00:00,400.50,  0.00,  0.00,  4.01,  0.87,  2.50,  1.00,300.00, 30.00
08/08/2010 00:00,413.96,  0.00,  0.00,  4.14,  0.87,  2.50,  1.00,300.00, 30.00
09/08/2010 00:00,423.63,  0.00,  0.00,  4.24,  0.88,  2.50,  1.00,300.00, 30.00
10/08/2010 00:00,437.97,  0.00,  0.00,  4.38,  0.89,  2.50,  1.00,300.00, 30.00
11/08/2010 00:00,450.33,  0.00,  0.00,  4.50,  0.89,  2.50,  1.00,300.00, 30.00
12/08/2010 00:00,457.18,  0.00,  0.00,  4.57,  0.90,  2.50,  1.00,300.00, 30.00
13/08/2010 00:00,458.81,  0.00,  0.00,  4.59,  0.90,  2.50,  1.00,300.00, 30.00
14/08/2010 00:00,459.43,  0.00,  0.00,  4.59,  0.90,  2.50,  1.00,300.00, 30.00
15/08/2010 00:00,460.55,  0.00,  0.00,  4.61,  0.90,  2.50,  1.00,300.00, 30.00
16/08/2010 00:00,468.27,  0.00,  0.00,  4.68,  0.90,  2.50,  1.00,300.00, 30.00
17/08/2010 00:00,473.06,  0.00,  0.00,  4.73,  0.91,  2.50,  1.00,300.00, 30.00
18/08/2010 00:00,481.04,  0.00,  0.00,  4.81,  0.91,  2.50,  1.00,300.00, 30.00
19/08/2010 00:00,484.05,  0.00,  0.00,  4.84,  0.91,  2.50,  1.00,300.00, 30.00
20/08/2010 00:00,495.70,  0.00,  0.00,  4.96,  0.92,  2.50,  1.00,300.00, 30.00
21/08/2010 00:00,505.53,  0.00,  0.00,  5.06,  0.92,  2.50,  1.00,300.00, 30.00
22/08/2010 00:00,516.21,  0.00,  0.00,  5.16,  0.92,  2.50,  1.00,300.00, 30.00
23/08/2010 00:00,526.22,  0.00,  0.00,  5.26,  0.93,  2.50,  1.00,300.00, 30.00
24/08/2010 00:00,533.57,  0.00,  0.00,  5.34,  0.93,  2.50,  1.00,300.00, 30.00
25/08/2010 00:00,540.00,  0.00,  0.00,  5.40,  0.93,  2.50,  1.00,300.00, 30.00
26/08/2010 00:00, 57.11,  0.00,  0.00,  0.57,  0.25,  2.50,  1.00,300.00, 30.00
27/08/2010 00:00, 62.49,  0.00,  0.00,  0.62,  0.27,  2.50,  1.00,300.00, 30.00
28/08/2010 00:00, 63.98,  0.00,  0.00,  0.64,  0.27,  2.50,  1.00,300.00, 30.00
29/08/2010 00:00, 68.11,  0.00,  0.00,  0.68,  0.29,  2.50,  1.00,300.00, 30.00
30/08/2010 00:00, 73.52,  0.00,  0.00,  0.74,  0.31,  2.50,  1.00,300.00, 30.00
31/08/2010 00:00, 77.86,  0.00,  0.00,  0.78,  0.32,  2.50,  1.00,300.00, 30.00
01/09/2010 00:00, 81.38,  0.00,  0.00,  0.81,  0.33,  2.50,  1.00,300.00, 30.00
02/09/2010 00:00, 86.68,  0.00,  0.00,  0.87,  0.35,  2.50,  1.00,300.00, 30.00
03/09/2010 00:00, 92.47,  0.00,  0.00,  0.92,  0.37,  2.50,  1.00,300.00, 30.00
04/09/2010 00:00, 98.74,  0.00,  0.00,  0.99,  0.39,  2.50,  1.00,300.00, 30.00
05/09/2010 00:00,104.40,  0.00,  0.00,  1.04,  0.41,  2.50,  1.00,300.00, 30.00
06/09/2010 00:00,111.48,  0.00,  0.00,  1.11,  0.43,  2.50,  1.00,300.00, 30.00
07/09/2010 00:00,117.75,  0.00,  0.00,  1.18,  0.44,  2.50,  1.00,300.00, 30.00
08/09/2010 00:00,116.79,  0.00,  0.00,  1.17,  0.44,  2.50,  1.00,300.00, 30.00
09/09/2010 00:00,116.67,  0.00,  0.00,  1.17,  0.44,  2.50,  1.00,300.00, 30.00
10/09/2010 00:00,124.24,  0.00,  0.00,  1.24,  0.46,  2.50,  1.00,300.00, 30.00
11/09/2010 00:00,131.55,  0.00,  0.00,  1.32,  0.48,  2.50,  1.00,300.00, 30.00
12/09/2010 00:00,139.81,  0.00,  0.00,  1.40,  0.50,  2.50,  1.00,300.00, 30.00
13/09/2010 00:00,148.16,  0.00,  0.00,  1.48,  0.52,  2.50,  1.00,300.00, 30.00
14/09/2010 00:00,151.42,  0.00,  0.00,  1.51,  0.53,  2.50,  1.00,300.00, 30.00
15/09/2010 00:00,158.36,  0.00,  0.00,  1.58,  0.55,  2.50,  1.00,300.00, 30.00
16/09/2010 00:00,163.84,  0.00,  0.00,  1.64,  0.56,  2.50,  1.00,300.00, 30.00
17/09/2010 00:00,172.90,  0.00,  0.00,  1.73,  0.58,  2.50,  1.00,300.00, 30.00
18/09/2010 00:00,178.52,  0.00,  0.00,  1.79,  0.59,  2.50,  1.00,300.00, 30.00
19/09/2010 00:00,180.08,  0.00,  0.00,  1.80,  0.59,  2.50,  1.00,300.00, 30.00
20/09/2010 00:00,188.48,  0.00,  0.00,  1.88,  0.61,  2.50,  1.00,300.00, 30.00
21/09/2010 00:00, 55.50,  0.00,  0.00,  0.55,  0.24,  2.50,  1.00,300.00, 30.00
22/09/2010 00:00, 59.82,  0.00,  0.00,  0.60,  0.26,  2.50,  1.00,300.00, 30.00
23/09/2010 00:00, 64.16,  0.00,  0.00,  0.64,  0.27,  2.50,  1.00,300.00, 30.00
24/09/2010 00:00, 68.79,  0.00,  0.00,  0.69,  0.29,  2.50,  1.00,300.00, 30.00
25/09/2010 00:00, 71.58,  0.00,  0.00,  0.72,  0.30,  2.50,  1.00,300.00, 30.00
26/09/2010 00:00, 75.65,  0.00,  0.00,  0.76,  0.31,  2.50,  1.00,300.00, 30.00
27/09/2010 00:00, 79.40,  0.00,  0.00,  0.79,  0.33,  2.50,  1.00,300.00, 30.00
28/09/2010 00:00, 79.71,  0.00,  0.00,  0.80,  0.33,  2.50,  1.00,300.00, 30.00
29/09/2010 00:00, 81.78,  0.00,  0.00,  0.82,  0.34,  2.50,  1.00,300.00, 30.00
30/09/2010 00:00, 85.91,  0.00,  0.00,  0.86,  0.35,  2.50,  1.00,300.00, 30.00
01/10/2010 00:00, 89.03,  0.00,  0.00,  0.89,  0.36,  2.50,  1.00,300.00, 30.00
02/10/2010 00:00, 91.28,  0.00,  0.00,  0.91,  0.37,  2.50,  1.00,300.00, 30.00
03/10/2010 00:00, 95.08,  0.00,  0.00,  0.95,  0.38,  2.50,  1.00,300.00, 30.00
04/10/2010 00:00, 96.26,  0.00,  0.00,  0.96,  0.38,  2.50,  1.00,300.00, 30.00
05/10/2010 00:00, 96.15,  0.00,  0.00,  0.96,  0.38,  2.50,  1.00,300.00, 30.00
06/10/2010 00:00, 96.22,  0.00,  0.00,  0.96,  0.38,  2.50,  1.00,300.00, 30.00
07/10/2010 00:00,101.57,  0.00,  0.00,  1.02,  0.40,  2.50,  1.00,300.00, 30.00
08/10/2010 00:00,107.70,  0.00,  0.00,  1.08,  0.42,  2.50,  1.00,300.00, 30.00
09/10/2010 00:00,108.73,  0.00,  0.00,  1.09,  0.42,  2.50,  1.00,300.00, 30.00
10/10/2010 00:00,108.05,  0.00,  0.00,  1.08,  0.42,  2.50,  1.00,300.00, 30.00
11/10/2010 00:00,107.61,  0.00,  0.00,  1.08,  0.42,  2.50,  1.00,300.00, 30.00
12/10/2010 00:00,110.83,  0.00,  0.00,  1.11,  0.43,  2.50,  1.00,300.00, 30.00
13/10/2010 00:00,114.96,  0.00,  0.00,  1.15,  0.44,  2.50,  1.00,300.00, 30.00
14/10/2010 00:00,118.18,  0.00,  0.00,  1.18,  0.45,  2.50,  1.00,300.00, 30.00
15/10/2010 00:00,122.26,  0.00,  0.00,  1.22,  0.46,  2.50,  1.00,300.00, 30.00
16/10/2010 00:00,126.25,  0.00,  0.00,  1.26,  0.47,  2.50,  1.00,300.00, 30.00
17/10/2010 00:00,126.60,  0.00,  0.00,  1.27,  0.47,  2.50,  1.00,300.00, 30.00
18/10/2010 00:00,126.79,  0.00,  0.00,  1.27,  0.47,  2.50,  1.00,300.00, 30.00
19/10/2010 00:00,127.76,  0.00,  0.00,  1.28,  0.47,  2.50,  1.00,300.00, 30.00
20/10/2010 00:00,130.56,  0.00,  0.00,  1.31,  0.48,  2.50,  1.00,300.00, 30.00
21/10/2010 00:00,130.59,  0.00,  0.00,  1.31,  0.48,  2.50,  1.00,300.00, 30.00
22/10/2010 00:00,130.33,  0.00,  0.00,  1.30,  0.48,  2.50,  1.00,300.00, 30.00
23/10/2010 00:00,129.42,  0.00,  0.00,  1.29,  0.48,  2.50,  1.00,300.00, 30.00
24/10/2010 00:00,129.01,  0.00,  0.00,  1.29,  0.48,  2.50,  1.00,300.00, 30.00
25/10/2010 00:00,129.38,  0.00,  0.00,  1.29,  0.48,  2.50,  1.00,300.00, 30.00
26/10/2010 00:00,127.68,  0.00,  0.00,  1.28,  0.47,  2.50,  1.00,300.00, 30.00
27/10/2010 00:00,127.45,  0.00,  0.00,  1.27,  0.47,  2.50,  1.00,300.00, 30.00
28/10/2010 00:00,128.61,  0.00,  0.00,  1.29,  0.47,  2.50,  1.00,300.00, 30.00
29/10/2010 00:00,131.80,  0.00,  0.00,  1.32,  0.48,  2.50,  1.00,300.00, 30.00
30/10/2010 00:00,134.64,  0.00,  0.00,  1.35,  0.49,  2.50,  1.00,300.00, 30.00
31/10/2010 00:00,136.15,  0.00,  0.00,  1.36,  0.49,  2.50,  1.00,300.00, 30.00
01/11/2010 00:00,134.70,  0.00,  0.00,  1.35,  0.49,  2.50,  1.00,300.00, 30.00
02/11/2010 00:00,133.17,  0.00,  0.00,  1.33,  0.49,  2.50,  1.00,300.00, 30.00
03/11/2010 00:00,132.58,  0.00,  0.00,  1.33,  0.48,  2.50,  1.00,300.00, 30.00
04/11/2010 00:00,135.81,  0.00,  0.00,  1.36,  0.49,  2.50,  1.00,300.00, 30.00
05/11/2010 00:00,139.79,  0.00,  0.00,  1.40,  0.50,  2.50,  1.00,300.00, 30.00
06/11/2010 00:00,143.79,  0.00,  0.00,  1.44,  0.51,  2.50,  1.00,300.00, 30.00
07/11/2010 00:00,146.84,  0.00,  0.00,  1.47,  0.52,  2.50,  1.00,300.00, 30.00
08/11/2010 00:00,145.19,  0.00,  0.00,  1.45,  0.52,  2.50,  1.00,300.00, 30.00
09/11/2010 00:00,143.47,  0.00,  0.00,  1.43,  0.51,  2.50,  1.00,300.00, 30.00
10/11/2010 00:00,141.65,  0.00,  0.00,  1.42,  0.51,  2.50,  1.00,300.00, 30.00
11/11/2010 00:00,142.93,  0.00,  0.00,  1.43,  0.51,  2.50,  1.00,300.00, 30.00
12/11/2010 00:00,146.63,  0.00,  0.00,  1.47,  0.52,  2.50,  1.00,300.00, 30.00
13/11/2010 00:00,146.21,  0.00,  0.00,  1.46,  0.52,  2.50,  1.00,300.00, 30.00
14/11/2010 00:00, 47.64,  0.00,  0.00,  0.48,  0.21,  2.50,  1.00,300.00, 30.00
15/11/2010 00:00, 46.58,  0.00,  0.00,  0.47,  0.21,  2.50,  1.00,300.00, 30.00
16/11/2010 00:00, 44.88,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
17/11/2010 00:00, 45.01,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
18/11/2010 00:00, 45.97,  0.00,  0.00,  0.46,  0.21,  2.50,  1.00,300.00, 30.00
19/11/2010 00:00, 45.08,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
20/11/2010 00:00, 45.60,  0.00,  0.00,  0.46,  0.20,  2.50,  1.00,300.00, 30.00
21/11/2010 00:00, 44.93,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
22/11/2010 00:00, 44.92,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
23/11/2010 00:00, 44.90,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
24/11/2010 00:00, 44.91,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
25/11/2010 00:00, 44.96,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
26/11/2010 00:00, 45.00,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
27/11/2010 00:00, 45.02,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
28/11/2010 00:00, 45.04,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
29/11/2010 00:00, 45.02,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
30/11/2010 00:00, 44.98,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
01/12/2010 00:00, 45.03,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
02/12/2010 00:00, 45.01,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
03/12/2010 00:00, 44.98,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
04/12/2010 00:00, 45.00,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
05/12/2010 00:00, 45.02,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
06/12/2010 00:00, 45.03,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
07/12/2010 00:00, 45.00,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
08/12/2010 00:00, 44.92,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
09/12/2010 00:00, 45.09,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
10/12/2010 00:00, 44.92,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
11/12/2010 00:00, 44.99,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
12/12/2010 00:00, 44.96,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
13/12/2010 00:00, 44.91,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
14/12/2010 00:00, 45.01,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
15/12/2010 00:00, 45.05,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
16/12/2010 00:00, 45.06,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
17/12/2010 00:00, 45.06,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
18/12/2010 00:00, 45.08,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
19/12/2010 00:00, 45.05,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
20/12/2010 00:00, 45.06,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
21/12/2010 00:00, 45.00,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
22/12/2010 00:00, 44.98,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
23/12/2010 00:00, 44.95,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
24/12/2010 00:00, 44.90,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
25/12/2010 00:00, 44.95,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
26/12/2010 00:00, 44.95,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
27/12/2010 00:00, 45.04,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
28/12/2010 00:00, 45.03,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
29/12/2010 00:00, 45.00,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
30/12/2010 00:00, 44.93,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
31/12/2010 00:00, 44.92,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
01/01/2011 00:00, 44.91,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
02/01/2011 00:00, 44.97,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
03/01/2011 00:00, 44.92,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
04/01/2011 00:00, 45.02,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
05/01/2011 00:00, 45.06,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
06/01/2011 00:00, 45.06,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
07/01/2011 00:00, 45.03,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
08/01/2011 00:00, 44.93,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
09/01/2011 00:00, 44.96,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
10/01/2011 00:00, 44.93,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
11/01/2011 00:00, 44.90,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
12/01/2011 00:00, 44.90,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
13/01/2011 00:00, 45.24,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
14/01/2011 00:00, 45.70,  0.00,  0.00,  0.46,  0.20,  2.50,  1.00,300.00, 30.00
15/01/2011 00:00, 45.87,  0.00,  0.00,  0.46,  0.20,  2.50,  1.00,300.00, 30.00
16/01/2011 00:00, 45.71,  0.00,  0.00,  0.46,  0.20,  2.50,  1.00,300.00, 30.00
17/01/2011 00:00, 45.81,  0.00,  0.00,  0.46,  0.20,  2.50,  1.00,300.00, 30.00
18/01/2011 00:00, 45.72,  0.00,  0.00,  0.46,  0.20,  2.50,  1.00,300.00, 30.00
19/01/2011 00:00, 45.67,  0.00,  0.00,  0.46,  0.20,  2.50,  1.00,300.00, 30.00
20/01/2011 00:00, 44.97,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
21/01/2011 00:00, 45.01,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
22/01/2011 00:00, 45.02,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
23/01/2011 00:00, 45.03,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
24/01/2011 00:00, 44.97,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
25/01/2011 00:00, 44.94,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
26/01/2011 00:00, 44.94,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
27/01/2011 00:00, 44.95,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
28/01/2011 00:00, 44.99,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
29/01/2011 00:00, 44.99,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
30/01/2011 00:00, 45.01,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
31/01/2011 00:00, 44.97,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
01/02/2011 00:00, 44.92,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
02/02/2011 00:00, 44.90,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
03/02/2011 00:00, 45.40,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
04/02/2011 00:00, 45.56,  0.00,  0.00,  0.46,  0.20,  2.50,  1.00,300.00, 30.00
05/02/2011 00:00, 45.84,  0.00,  0.00,  0.46,  0.20,  2.50,  1.00,300.00, 30.00
06/02/2011 00:00, 46.24,  0.00,  0.00,  0.46,  0.21,  2.50,  1.00,300.00, 30.00
07/02/2011 00:00, 46.11,  0.00,  0.00,  0.46,  0.21,  2.50,  1.00,300.00, 30.00
08/02/2011 00:00, 46.06,  0.00,  0.00,  0.46,  0.21,  2.50,  1.00,300.00, 30.00
09/02/2011 00:00, 46.75,  0.00,  0.00,  0.47,  0.21,  2.50,  1.00,300.00, 30.00
10/02/2011 00:00, 46.62,  0.00,  0.00,  0.47,  0.21,  2.50,  1.00,300.00, 30.00
11/02/2011 00:00, 46.60,  0.00,  0.00,  0.47,  0.21,  2.50,  1.00,300.00, 30.00
12/02/2011 00:00, 46.54,  0.00,  0.00,  0.47,  0.21,  2.50,  1.00,300.00, 30.00
13/02/2011 00:00, 47.02,  0.00,  0.00,  0.47,  0.21,  2.50,  1.00,300.00, 30.00
14/02/2011 00:00, 44.88,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
15/02/2011 00:00, 45.05,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
16/02/2011 00:00, 44.91,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
17/02/2011 00:00, 44.93,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
18/02/2011 00:00, 44.92,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
19/02/2011 00:00, 45.62,  0.00,  0.00,  0.46,  0.20,  2.50,  1.00,300.00, 30.00
20/02/2011 00:00, 45.38,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
21/02/2011 00:00, 44.92,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
22/02/2011 00:00, 44.90,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
23/02/2011 00:00, 44.94,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
